rule_id,element_Z,symbol,element_name,declared_ratio,boundary_unit_left,boundary_unit_right,retained_unit,ladder_depth,retained_capacity_Z,residual_Z,sheddic_surplus,admissibility_status,observable_map_status
FFL-346,37,Rb,Rubidium,3:4:6,3,4,6,7,42,5,7,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,38,Sr,Strontium,3:4:6,3,4,6,7,42,4,7,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,39,Y,Yttrium,3:4:6,3,4,6,7,42,3,7,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,40,Zr,Zirconium,3:4:6,3,4,6,7,42,2,7,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,41,Nb,Niobium,3:4:6,3,4,6,7,42,1,7,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,42,Mo,Molybdenum,3:4:6,3,4,6,7,42,0,7,closed,registry_Z_coordinate_after_freeze
FFL-346,43,Tc,Technetium,3:4:6,3,4,6,8,48,5,8,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,44,Ru,Ruthenium,3:4:6,3,4,6,8,48,4,8,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,45,Rh,Rhodium,3:4:6,3,4,6,8,48,3,8,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,46,Pd,Palladium,3:4:6,3,4,6,8,48,2,8,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,47,Ag,Silver,3:4:6,3,4,6,8,48,1,8,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,48,Cd,Cadmium,3:4:6,3,4,6,8,48,0,8,closed,registry_Z_coordinate_after_freeze
FFL-346,49,In,Indium,3:4:6,3,4,6,9,54,5,9,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,50,Sn,Tin,3:4:6,3,4,6,9,54,4,9,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,51,Sb,Antimony,3:4:6,3,4,6,9,54,3,9,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,52,Te,Tellurium,3:4:6,3,4,6,9,54,2,9,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,53,I,Iodine,3:4:6,3,4,6,9,54,1,9,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,54,Xe,Xenon,3:4:6,3,4,6,9,54,0,9,closed,registry_Z_coordinate_after_freeze
FFL-346,55,Cs,Caesium,3:4:6,3,4,6,10,60,5,10,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,56,Ba,Barium,3:4:6,3,4,6,10,60,4,10,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,57,La,Lanthanum,3:4:6,3,4,6,10,60,3,10,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,58,Ce,Cerium,3:4:6,3,4,6,10,60,2,10,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,59,Pr,Praseodymium,3:4:6,3,4,6,10,60,1,10,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,60,Nd,Neodymium,3:4:6,3,4,6,10,60,0,10,closed,registry_Z_coordinate_after_freeze
FFL-346,61,Pm,Promethium,3:4:6,3,4,6,11,66,5,11,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,62,Sm,Samarium,3:4:6,3,4,6,11,66,4,11,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,63,Eu,Europium,3:4:6,3,4,6,11,66,3,11,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,64,Gd,Gadolinium,3:4:6,3,4,6,11,66,2,11,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,65,Tb,Terbium,3:4:6,3,4,6,11,66,1,11,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,66,Dy,Dysprosium,3:4:6,3,4,6,11,66,0,11,closed,registry_Z_coordinate_after_freeze
FFL-346,67,Ho,Holmium,3:4:6,3,4,6,12,72,5,12,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,68,Er,Erbium,3:4:6,3,4,6,12,72,4,12,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,69,Tm,Thulium,3:4:6,3,4,6,12,72,3,12,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,70,Yb,Ytterbium,3:4:6,3,4,6,12,72,2,12,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,71,Lu,Lutetium,3:4:6,3,4,6,12,72,1,12,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,72,Hf,Hafnium,3:4:6,3,4,6,12,72,0,12,closed,registry_Z_coordinate_after_freeze
FFL-346,73,Ta,Tantalum,3:4:6,3,4,6,13,78,5,13,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,74,W,Tungsten,3:4:6,3,4,6,13,78,4,13,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,75,Re,Rhenium,3:4:6,3,4,6,13,78,3,13,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,76,Os,Osmium,3:4:6,3,4,6,13,78,2,13,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,77,Ir,Iridium,3:4:6,3,4,6,13,78,1,13,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,78,Pt,Platinum,3:4:6,3,4,6,13,78,0,13,closed,registry_Z_coordinate_after_freeze
FFL-346,79,Au,Gold,3:4:6,3,4,6,14,84,5,14,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,80,Hg,Mercury,3:4:6,3,4,6,14,84,4,14,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,81,Tl,Thallium,3:4:6,3,4,6,14,84,3,14,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,82,Pb,Lead,3:4:6,3,4,6,14,84,2,14,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,83,Bi,Bismuth,3:4:6,3,4,6,14,84,1,14,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,84,Po,Polonium,3:4:6,3,4,6,14,84,0,14,closed,registry_Z_coordinate_after_freeze
FFL-346,85,At,Astatine,3:4:6,3,4,6,15,90,5,15,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,86,Rn,Radon,3:4:6,3,4,6,15,90,4,15,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,87,Fr,Francium,3:4:6,3,4,6,15,90,3,15,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,88,Ra,Radium,3:4:6,3,4,6,15,90,2,15,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,89,Ac,Actinium,3:4:6,3,4,6,15,90,1,15,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,90,Th,Thorium,3:4:6,3,4,6,15,90,0,15,closed,registry_Z_coordinate_after_freeze
FFL-346,91,Pa,Protactinium,3:4:6,3,4,6,16,96,5,16,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,92,U,Uranium,3:4:6,3,4,6,16,96,4,16,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,93,Np,Neptunium,3:4:6,3,4,6,16,96,3,16,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,94,Pu,Plutonium,3:4:6,3,4,6,16,96,2,16,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,95,Am,Americium,3:4:6,3,4,6,16,96,1,16,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,96,Cm,Curium,3:4:6,3,4,6,16,96,0,16,closed,registry_Z_coordinate_after_freeze
FFL-346,97,Bk,Berkelium,3:4:6,3,4,6,17,102,5,17,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,98,Cf,Californium,3:4:6,3,4,6,17,102,4,17,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,99,Es,Einsteinium,3:4:6,3,4,6,17,102,3,17,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,100,Fm,Fermium,3:4:6,3,4,6,17,102,2,17,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,101,Md,Mendelevium,3:4:6,3,4,6,17,102,1,17,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,102,No,Nobelium,3:4:6,3,4,6,17,102,0,17,closed,registry_Z_coordinate_after_freeze
FFL-346,103,Lr,Lawrencium,3:4:6,3,4,6,18,108,5,18,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,104,Rf,Rutherfordium,3:4:6,3,4,6,18,108,4,18,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,105,Db,Dubnium,3:4:6,3,4,6,18,108,3,18,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,106,Sg,Seaborgium,3:4:6,3,4,6,18,108,2,18,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,107,Bh,Bohrium,3:4:6,3,4,6,18,108,1,18,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,108,Hs,Hassium,3:4:6,3,4,6,18,108,0,18,closed,registry_Z_coordinate_after_freeze
FFL-346,109,Mt,Meitnerium,3:4:6,3,4,6,19,114,5,19,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,110,Ds,Darmstadtium,3:4:6,3,4,6,19,114,4,19,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,111,Rg,Roentgenium,3:4:6,3,4,6,19,114,3,19,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,112,Cn,Copernicium,3:4:6,3,4,6,19,114,2,19,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,113,Nh,Nihonium,3:4:6,3,4,6,19,114,1,19,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,114,Fl,Flerovium,3:4:6,3,4,6,19,114,0,19,closed,registry_Z_coordinate_after_freeze
FFL-346,115,Mc,Moscovium,3:4:6,3,4,6,20,120,5,20,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,116,Lv,Livermorium,3:4:6,3,4,6,20,120,4,20,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,117,Ts,Tennessine,3:4:6,3,4,6,20,120,3,20,boundary_residual,registry_Z_coordinate_after_freeze
FFL-346,118,Og,Oganesson,3:4:6,3,4,6,20,120,2,20,boundary_residual,registry_Z_coordinate_after_freeze
