row_id,transition_packet_id,occurrence_id,element_Z,symbol,transition_family_id,native_transition_role,duon_current_status,sadar_flow_status,relational_measurement_status,hyperfine_c6_divisibility_status,target_value_read_status,si_report_status,metric_report_status,residual_status,score_status,row_sha256
elem118_transition_013,elementary_matter_transition_packet_Z013_Al,elementary_matter_occurrence_Z013_Al,13,Al,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,d420253991c8c6b892d8f92fb744fd308c8004a7883f73339f90ebf3437bbf7f
elem118_transition_014,elementary_matter_transition_packet_Z014_Si,elementary_matter_occurrence_Z014_Si,14,Si,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,566daf89b13e54d7edcb6c3bf190cb9c1de52cd1adcc9e2caa89a2925614740f
elem118_transition_015,elementary_matter_transition_packet_Z015_P,elementary_matter_occurrence_Z015_P,15,P,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,5b4c1404845b1104e52b52b58d609878b7c9151b52c71a19939847877e80a9a3
elem118_transition_016,elementary_matter_transition_packet_Z016_S,elementary_matter_occurrence_Z016_S,16,S,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,3d2a3d011088eadc8de8af7f987032ed427887e454b718980196828607754c54
elem118_transition_017,elementary_matter_transition_packet_Z017_Cl,elementary_matter_occurrence_Z017_Cl,17,Cl,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,7d0538d808bb2a62d1ccb827b819eb0ec30cc8f629befd978177f305561c2679
elem118_transition_018,elementary_matter_transition_packet_Z018_Ar,elementary_matter_occurrence_Z018_Ar,18,Ar,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,e05fe3e0efcaab2bc46ade548941c189ad18e82e19dec2dc2966c98f45761548
elem118_transition_019,elementary_matter_transition_packet_Z019_K,elementary_matter_occurrence_Z019_K,19,K,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,667e5159bfa8a5b5b28d973df4df5760ea53389241905cc723f00efab786a9ce
elem118_transition_020,elementary_matter_transition_packet_Z020_Ca,elementary_matter_occurrence_Z020_Ca,20,Ca,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,5256a304b065b157314a385572cd0e4daf8b2a72ef30ea5ec260c656d4883f04
elem118_transition_021,elementary_matter_transition_packet_Z021_Sc,elementary_matter_occurrence_Z021_Sc,21,Sc,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,861ba3150cfeac73941c13bd963c095e932048d83d971955c1af5b483be11622
elem118_transition_022,elementary_matter_transition_packet_Z022_Ti,elementary_matter_occurrence_Z022_Ti,22,Ti,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,e92589310fa2dd85376b5e2da5dc6c914b9902a8900e69133f6d03f1f8c21f97
elem118_transition_023,elementary_matter_transition_packet_Z023_V,elementary_matter_occurrence_Z023_V,23,V,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,c769755515dac96b073a01a571b41642415b2d1d3fe4fb9e70b1efb7225d5ae0
elem118_transition_024,elementary_matter_transition_packet_Z024_Cr,elementary_matter_occurrence_Z024_Cr,24,Cr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,ef9222778165c6e7544e5f1d96f741444db911a5ea0834f3c15a9e560c9c1195
elem118_transition_025,elementary_matter_transition_packet_Z025_Mn,elementary_matter_occurrence_Z025_Mn,25,Mn,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,0dce0ae3d82f3dc01ce2a640eebeb644c7ce7984915c593029d58c4d31802c4d
elem118_transition_026,elementary_matter_transition_packet_Z026_Fe,elementary_matter_occurrence_Z026_Fe,26,Fe,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,675c3a94563f9b708a2902624c36127f409edd016ab55ad25610d1cba1367e88
elem118_transition_027,elementary_matter_transition_packet_Z027_Co,elementary_matter_occurrence_Z027_Co,27,Co,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,9507ab2f385937e94436db76e27d7602115146c6eb5944200e57bd14f998006a
elem118_transition_028,elementary_matter_transition_packet_Z028_Ni,elementary_matter_occurrence_Z028_Ni,28,Ni,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,6fbc288d663979eafb99e175853400112f8f2c30ed505127fc55ed70d0ad2c68
elem118_transition_029,elementary_matter_transition_packet_Z029_Cu,elementary_matter_occurrence_Z029_Cu,29,Cu,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,60df3a7f8df94d4dc63654e929465f003534c39a7b92d19a3d19065d4cb649ce
elem118_transition_030,elementary_matter_transition_packet_Z030_Zn,elementary_matter_occurrence_Z030_Zn,30,Zn,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,6967b1cbbc6e5a14a2e632147c03d27870a097abda6f1af7f54648cf1b35973e
elem118_transition_031,elementary_matter_transition_packet_Z031_Ga,elementary_matter_occurrence_Z031_Ga,31,Ga,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,251bac45ca4f0c761df1735fc13a28717e8eee730cb98b5338db78b810a62876
elem118_transition_032,elementary_matter_transition_packet_Z032_Ge,elementary_matter_occurrence_Z032_Ge,32,Ge,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b1ade418755ed55f4254d0200dc11d7927c936b63d31384302a2acb57fac3e69
elem118_transition_033,elementary_matter_transition_packet_Z033_As,elementary_matter_occurrence_Z033_As,33,As,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,c0f058134e95c20e6815a6c8bdfaa8d107d3ed1b7b2cd999a256551d069c7784
elem118_transition_034,elementary_matter_transition_packet_Z034_Se,elementary_matter_occurrence_Z034_Se,34,Se,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,8e62a085f638bdbf1f1839b2e940dcb25ba12969970065e18e01e0a4df5ea0d4
elem118_transition_035,elementary_matter_transition_packet_Z035_Br,elementary_matter_occurrence_Z035_Br,35,Br,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,e57f2dfd87fc0a05f6ec1eebc2a3833db5fc707d9a532de07e2ae2c2d11fc755
elem118_transition_036,elementary_matter_transition_packet_Z036_Kr,elementary_matter_occurrence_Z036_Kr,36,Kr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,6fc9966e2b2a8230cd89660b558b2403cea832f56926ced72d615bd563aea8ff
elem118_transition_037,elementary_matter_transition_packet_Z037_Rb,elementary_matter_occurrence_Z037_Rb,37,Rb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b9c32e54c461e8c36f8cfeb41c4ba710e0ad11f4dc783d1c8f4b893ec5c0075c
elem118_transition_038,elementary_matter_transition_packet_Z038_Sr,elementary_matter_occurrence_Z038_Sr,38,Sr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,ab1f12dedc21032cae28b451f91979c2a0d36aadc5dd8d5ededbb37f768e391f
elem118_transition_039,elementary_matter_transition_packet_Z039_Y,elementary_matter_occurrence_Z039_Y,39,Y,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,5702b33cc2d7e1e4b328e45dc5998402c5b31c15316433e0d5d59b403e686d2b
elem118_transition_040,elementary_matter_transition_packet_Z040_Zr,elementary_matter_occurrence_Z040_Zr,40,Zr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b4199550233623e7cb3b2fc87e36487344dde66af1b9ad3c21269d84151491ff
elem118_transition_041,elementary_matter_transition_packet_Z041_Nb,elementary_matter_occurrence_Z041_Nb,41,Nb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,ed0a0589d26c2d4ee7dfac42f306cff3a0d1b317f72c9eacb0f9c1c7ec67acff
elem118_transition_042,elementary_matter_transition_packet_Z042_Mo,elementary_matter_occurrence_Z042_Mo,42,Mo,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,1f29098928925a001f990f6c69e6ecb117400043e02b9ecccff521580f6f13ad
elem118_transition_043,elementary_matter_transition_packet_Z043_Tc,elementary_matter_occurrence_Z043_Tc,43,Tc,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,8ea41279c652cd2618e94a8bc8723abfd18897fdd59add8d1bc3d9de204fe25a
elem118_transition_044,elementary_matter_transition_packet_Z044_Ru,elementary_matter_occurrence_Z044_Ru,44,Ru,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,59cf74d45d1c2b9c9125e8c0900039653f3df455d4379167d6e9a9884a261479
elem118_transition_045,elementary_matter_transition_packet_Z045_Rh,elementary_matter_occurrence_Z045_Rh,45,Rh,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,8e34e20eb540e617c8f49d056307cac4930f98ae0596929d21b297242741045e
elem118_transition_046,elementary_matter_transition_packet_Z046_Pd,elementary_matter_occurrence_Z046_Pd,46,Pd,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,1bd979921f6bce50b16da99061c7b58420a0bc32ac52a34496b4719eff7fc024
elem118_transition_047,elementary_matter_transition_packet_Z047_Ag,elementary_matter_occurrence_Z047_Ag,47,Ag,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,106291cb4de10e7322260ce2395085e6c660d411141d61749a682947affe3d96
elem118_transition_048,elementary_matter_transition_packet_Z048_Cd,elementary_matter_occurrence_Z048_Cd,48,Cd,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,bfb03f14c1157b8f1a8ad8267f7800821c1c7aec02e966a1ecce3b3664f473ff
elem118_transition_049,elementary_matter_transition_packet_Z049_In,elementary_matter_occurrence_Z049_In,49,In,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,619fec0a2759b4375e29172bbf25d3defa6a0652cc6785c88d515358218714ac
elem118_transition_050,elementary_matter_transition_packet_Z050_Sn,elementary_matter_occurrence_Z050_Sn,50,Sn,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,6474a27a06767fe1faabc54ede6464f8cf2d905867579861e465f9f0bbdf97cb
elem118_transition_051,elementary_matter_transition_packet_Z051_Sb,elementary_matter_occurrence_Z051_Sb,51,Sb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,4352479dcfb97d05f01c67daa02e986989bd73dc76649b95cfe7c24346f3cf74
elem118_transition_052,elementary_matter_transition_packet_Z052_Te,elementary_matter_occurrence_Z052_Te,52,Te,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,12486146a76238912f83ffdc1d7542b2d43a9dfdcfbd6ec04e2d3b2db0991150
elem118_transition_053,elementary_matter_transition_packet_Z053_I,elementary_matter_occurrence_Z053_I,53,I,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,fdbe29947f9edb41bef4b0e64219e17411be03b76cdeb3a7b8bcdd624d779bf0
elem118_transition_054,elementary_matter_transition_packet_Z054_Xe,elementary_matter_occurrence_Z054_Xe,54,Xe,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,9ea7134969ebb0919a1b0424b850836d614bab546e9c1f5ac9f8742616ee37be
elem118_transition_055,elementary_matter_transition_packet_Z055_Cs,elementary_matter_occurrence_Z055_Cs,55,Cs,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,fcd42d0bd09412ba09ebfb64b323578aeee43cdaad30973404c0cecb0d4fcacf
elem118_transition_056,elementary_matter_transition_packet_Z056_Ba,elementary_matter_occurrence_Z056_Ba,56,Ba,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,eeb4576edee38f7db1f4c1b9c89feae54b169bff5df5e30d33ef4239a8964701
elem118_transition_057,elementary_matter_transition_packet_Z057_La,elementary_matter_occurrence_Z057_La,57,La,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,39fbc81d144cc44acd15bb1d1204955b50a172c29a57e985d9eb8d801f338433
elem118_transition_058,elementary_matter_transition_packet_Z058_Ce,elementary_matter_occurrence_Z058_Ce,58,Ce,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,bcc2d70edacfc590a371a8a9b8d1c5a750d9b02cce6c00904151947360b03bfc
elem118_transition_059,elementary_matter_transition_packet_Z059_Pr,elementary_matter_occurrence_Z059_Pr,59,Pr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,3518faedc7739ad504e323087c487ef3d896301598e77062cd878062c70600e1
elem118_transition_060,elementary_matter_transition_packet_Z060_Nd,elementary_matter_occurrence_Z060_Nd,60,Nd,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,9dbd9563a51b6c01f74fbba76d8a5f199fcbfcf082823eaa1ae4d055cbd24e00
elem118_transition_061,elementary_matter_transition_packet_Z061_Pm,elementary_matter_occurrence_Z061_Pm,61,Pm,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,97351b073324b9c56a885c47d83767e03cb2bd806d4537b0d0ccf1d3586e4b47
elem118_transition_062,elementary_matter_transition_packet_Z062_Sm,elementary_matter_occurrence_Z062_Sm,62,Sm,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,3e0a4d6a0f12ca8cb54d8316cf104bb586f781ab3ae07f34f394d8dc090c49fc
elem118_transition_063,elementary_matter_transition_packet_Z063_Eu,elementary_matter_occurrence_Z063_Eu,63,Eu,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,a5a48dfcc3e53812c5eef3cab1afc4b3d62e2639e17edb31a65c9b5c0007ff2f
