row_id,element_Z,symbol,element_name,occurrence_id,atlas_layer,fractal_octave_coordinate,registry_basis,native_flow_status,target_value_read_status,metric_report_status,residual_status,score_status,row_sha256
elem118_occ_011,11,Na,Sodium,elementary_matter_occurrence_Z011_Na,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,9dcb9a04dc06f320df99a33a1dca7fe1dbfbbde3cfc23314623aa30590b77e71
elem118_occ_012,12,Mg,Magnesium,elementary_matter_occurrence_Z012_Mg,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,dc2f1759e83a14b7adc8d8459682e460688ea2693d28f996032a943bbc6d59b4
elem118_occ_013,13,Al,Aluminium,elementary_matter_occurrence_Z013_Al,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,6fdd2cf360d22b3557944e3c4eb41bccd41df243c7c9e84314a9c09f9f08268c
elem118_occ_014,14,Si,Silicon,elementary_matter_occurrence_Z014_Si,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,6bf5752ee125ecf1e24056096502cb971b58e3769e7857f50b4673647363a90f
elem118_occ_015,15,P,Phosphorus,elementary_matter_occurrence_Z015_P,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,220609cdaf7fa788ce32fb06feaa3c3c1924ca037d7aa6792e38cae8561405a3
elem118_occ_016,16,S,Sulfur,elementary_matter_occurrence_Z016_S,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,3e11be30b28224e4d5395cc2bcec2f78b8505cef0fb2cc71554b86ac28318bef
elem118_occ_017,17,Cl,Chlorine,elementary_matter_occurrence_Z017_Cl,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,46e6d5270246cd09ca1c9c26f9f4c8e1900852e376e1d27ddb5ed48dc817e056
elem118_occ_018,18,Ar,Argon,elementary_matter_occurrence_Z018_Ar,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,4cc5cabe61384e9661c31e042821a9ec0ac142ce8aa2e5f3cf58e29b7e4a2b9b
elem118_occ_019,19,K,Potassium,elementary_matter_occurrence_Z019_K,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,9089fb2a0dfa11a002c800e8d1fa1824a01686de561a8bb822e62f43ff5c4103
elem118_occ_020,20,Ca,Calcium,elementary_matter_occurrence_Z020_Ca,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,f7893f9bc46b1f7f38e0d3efaca90f730cd0ae7dda357fd90819fa4aec65e96d
elem118_occ_021,21,Sc,Scandium,elementary_matter_occurrence_Z021_Sc,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,5b776f4e14126864cfe590850f970cb71e285ac96c4136be9320eea4f0e2d301
elem118_occ_022,22,Ti,Titanium,elementary_matter_occurrence_Z022_Ti,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,9f46e08e2ffdf9f0292bc17fa9df83ae820f23be96420e6bf7cfcc30942d0697
elem118_occ_023,23,V,Vanadium,elementary_matter_occurrence_Z023_V,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b3533a79c3cec35c23a2173fb7fdfacaae7e2dc6786edb88e6a3ba46ab7552ab
elem118_occ_024,24,Cr,Chromium,elementary_matter_occurrence_Z024_Cr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b0748ff7f927f785166ef19b9625457112164598acb4d8b69c8195a1998783fb
elem118_occ_025,25,Mn,Manganese,elementary_matter_occurrence_Z025_Mn,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,59b8140f2f5a987bfc5df070d4a670b3e64cd1740dd3f9db2764aca2c09e1ff2
elem118_occ_026,26,Fe,Iron,elementary_matter_occurrence_Z026_Fe,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,ce97426050ada38fd93d0b44b2e1e27791a23aca072e5495699f6182f4ab7259
elem118_occ_027,27,Co,Cobalt,elementary_matter_occurrence_Z027_Co,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,3c4b41dfe29c0eac72644eb76b5e8b8ec11eee8b3db6be501aa61f071c25f86d
elem118_occ_028,28,Ni,Nickel,elementary_matter_occurrence_Z028_Ni,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,060dd0cd94cd8516ebba61e47f27ae0ab5d58214b610c6ab3149b93bd455410f
elem118_occ_029,29,Cu,Copper,elementary_matter_occurrence_Z029_Cu,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,bb6bfc58c9779fad25aab5a9ca670c3b05b24481b6457d800d3d37e9805093b0
elem118_occ_030,30,Zn,Zinc,elementary_matter_occurrence_Z030_Zn,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,e560a7a05cb138cbd42d2dcb990b0e417e9cbf14ada035a346039b0781b17beb
elem118_occ_031,31,Ga,Gallium,elementary_matter_occurrence_Z031_Ga,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,7dbe006ec39301a2785ee5d386bdaf83d4a14717ccf1d289a2248381c882ce99
elem118_occ_032,32,Ge,Germanium,elementary_matter_occurrence_Z032_Ge,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,fddbaa7483d6b4c5ad2d2728d7ed63020d7b89fa7e45b77430c85bef30e8e32b
elem118_occ_033,33,As,Arsenic,elementary_matter_occurrence_Z033_As,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,834e5af9bb35232230031cb41b847fdba3d10a5eabff66e55e9021105464d3db
elem118_occ_034,34,Se,Selenium,elementary_matter_occurrence_Z034_Se,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,51785169a9404f63529a831d556a4052b43a6c95c003cabd0b656cb1816a47c7
elem118_occ_035,35,Br,Bromine,elementary_matter_occurrence_Z035_Br,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,e0d66df6424cde7468df9cef9e81c3c79542cea22e54408f027a3042237abdb1
elem118_occ_036,36,Kr,Krypton,elementary_matter_occurrence_Z036_Kr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,f314d99574b414416a5710359362d2566bcef99f356e92757d56899b2c90a92e
elem118_occ_037,37,Rb,Rubidium,elementary_matter_occurrence_Z037_Rb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,08267a4dde06f72e552d78ab38a64c7cf7362255567bd58656f54676e682c0ae
elem118_occ_038,38,Sr,Strontium,elementary_matter_occurrence_Z038_Sr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,a4d603a15dd82d72cd32cca0639e0e8c587ca3bf0f26208c2bb3306ed4ae9466
elem118_occ_039,39,Y,Yttrium,elementary_matter_occurrence_Z039_Y,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,0232675145220d5800332a1074e45cc412a33ace42a759862da2d071a4618e64
elem118_occ_040,40,Zr,Zirconium,elementary_matter_occurrence_Z040_Zr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,f2b5ae94d0b5c5a9b2eafc198e87eac52dad4d7953b83bb8befd054b0fd6dce1
elem118_occ_041,41,Nb,Niobium,elementary_matter_occurrence_Z041_Nb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,095cdabda9842f0539b64f3aee354b15d6c719511e70f7ab91829d80ce5ed0b7
elem118_occ_042,42,Mo,Molybdenum,elementary_matter_occurrence_Z042_Mo,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,fafc107eb915c0d090c172b09924258c1e23a6e19762ef684423ae961494b860
elem118_occ_043,43,Tc,Technetium,elementary_matter_occurrence_Z043_Tc,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,38fbfd74cf18191f526e0bd4838e69d55110456142d859174d884b9900ba3ae9
elem118_occ_044,44,Ru,Ruthenium,elementary_matter_occurrence_Z044_Ru,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,798d339ad9b28f7f99d2d54836977c47547cbe3d998d0200952e199d42d7818c
elem118_occ_045,45,Rh,Rhodium,elementary_matter_occurrence_Z045_Rh,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,84926488bf70ebe975aa26040912889825a364ba5c3dec71f49c6ff35cd9bda2
elem118_occ_046,46,Pd,Palladium,elementary_matter_occurrence_Z046_Pd,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,739178f3e1ce7a4ae7e70cd12062d3128de24983b4c1bb273dcdf4a8a20915c4
elem118_occ_047,47,Ag,Silver,elementary_matter_occurrence_Z047_Ag,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,7c0ef4360341230b9709f4d5658eab0481230e68f8c350ee3cb5eac480bd38f1
elem118_occ_048,48,Cd,Cadmium,elementary_matter_occurrence_Z048_Cd,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,9f038106cf8af003217afc8c609928562f37ef04759094ca841a695a0deae154
elem118_occ_049,49,In,Indium,elementary_matter_occurrence_Z049_In,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,20ee55f2dedac1d31b4be9e93071938be88b56c830bca1fec8ae7b0a70a98211
elem118_occ_050,50,Sn,Tin,elementary_matter_occurrence_Z050_Sn,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,472e3f5e1aa16a70d4bee1528a19f8704faaede71be0d22822568b3f4fb1b1a7
elem118_occ_051,51,Sb,Antimony,elementary_matter_occurrence_Z051_Sb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,4a73674d64e55dbf03659a76e4375c9fd80b5d247ec1bde6e23b7caee0a19dfa
elem118_occ_052,52,Te,Tellurium,elementary_matter_occurrence_Z052_Te,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,62adf45708e9b4c21f5d53f216eb2d81a479406aa3be9c885d5ee9da8bf9ad3c
elem118_occ_053,53,I,Iodine,elementary_matter_occurrence_Z053_I,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,66569a103b93d17f55cc535ed42ffd0ad351fca35d1d9ff30b678be213948738
elem118_occ_054,54,Xe,Xenon,elementary_matter_occurrence_Z054_Xe,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,ef3526b8155be9ee4338581e7edabcf723dc4800781dc09d422121a6a91fbef3
elem118_occ_055,55,Cs,Caesium,elementary_matter_occurrence_Z055_Cs,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,26016ba3ccff29d4b5966b07f72f5122688013befea498d8c53149e179fb49a1
elem118_occ_056,56,Ba,Barium,elementary_matter_occurrence_Z056_Ba,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,c81a1099c2b643eeed74152340e9be4c60693eceb0d5436ba19c1412c0ec9642
elem118_occ_057,57,La,Lanthanum,elementary_matter_occurrence_Z057_La,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,4c52756a0fcb0363eb637e1dcf04ca9d479e93fdeb294dfaf1864182ff23d215
elem118_occ_058,58,Ce,Cerium,elementary_matter_occurrence_Z058_Ce,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,45c56ee85136afd5c35f3cac8bbfc07ff3bea87685358c490e6f491c03365b8e
elem118_occ_059,59,Pr,Praseodymium,elementary_matter_occurrence_Z059_Pr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,9b6cd65a67c57afef880243af538a61222cdb48a7ba1ebacb8266350852f6b7d
elem118_occ_060,60,Nd,Neodymium,elementary_matter_occurrence_Z060_Nd,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,2393eeccd8afe8e5b9fbd80c8676d5bef34d12da0d606fb2e4fa3889ddf65be0
elem118_occ_061,61,Pm,Promethium,elementary_matter_occurrence_Z061_Pm,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,f9a29d7e4ff7c2de411fc78f97a17d984cd5383222004606541197fc74d28975
elem118_occ_062,62,Sm,Samarium,elementary_matter_occurrence_Z062_Sm,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,a51e3737eaa514cc4bc2535c666f00d50100a0315b1ae82bd89e501eb4b72243
elem118_occ_063,63,Eu,Europium,elementary_matter_occurrence_Z063_Eu,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,54e4e9069724e60734b9cc95708bfe3924e3d9f78c109727e8e0e46823bdd618
elem118_occ_064,64,Gd,Gadolinium,elementary_matter_occurrence_Z064_Gd,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,d0c8034f9f951998c8578cdedb78a15e564fb4eb815638aa3eb5894372ffe73a
elem118_occ_065,65,Tb,Terbium,elementary_matter_occurrence_Z065_Tb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,61b3e2851d60b6392cc08eb4ccc5773f8486e06359a234676e5f9ec68d212b2e
elem118_occ_066,66,Dy,Dysprosium,elementary_matter_occurrence_Z066_Dy,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,7c77e1fff974170938b12e60de5f3611d7a9479132212da83864f4b891ddb909
elem118_occ_067,67,Ho,Holmium,elementary_matter_occurrence_Z067_Ho,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,80f65de0ad556b9f79895065ddd0df1b20c0050ca851fdb7669992578f87b6cc
elem118_occ_068,68,Er,Erbium,elementary_matter_occurrence_Z068_Er,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,ac9861841b01807b6f0b910a13242598d7b6f5fa9cb655f879be76a5824c5389
elem118_occ_069,69,Tm,Thulium,elementary_matter_occurrence_Z069_Tm,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,fe31c47087de55ba1e3ff74f64aa0ca8ba3cde079e88f342ee0e4178d4eb576f
elem118_occ_070,70,Yb,Ytterbium,elementary_matter_occurrence_Z070_Yb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,7354cdec1c3a31bd8fc05ec96a42b64faca257c42652b02714fbdbc5dc5b8d98
elem118_occ_071,71,Lu,Lutetium,elementary_matter_occurrence_Z071_Lu,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,c7ecb49b4202dc14eeeeba604c5640f9ff8f87ca6514769d8090cd869199dde6
elem118_occ_072,72,Hf,Hafnium,elementary_matter_occurrence_Z072_Hf,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,630df3511b313c968b3e983e196ad540d42882114bd17ebbe3708b60c28b61c4
elem118_occ_073,73,Ta,Tantalum,elementary_matter_occurrence_Z073_Ta,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,5fde377d2d0a7e14d875cf855a8b2fff9fb9135099d9af9b6d34436ce704829e
elem118_occ_074,74,W,Tungsten,elementary_matter_occurrence_Z074_W,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,dd43202fa1b0845671463f21c49877680857b056c8d93c97283d945197441ab9
elem118_occ_075,75,Re,Rhenium,elementary_matter_occurrence_Z075_Re,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,bbd204499ff811a3628831b7c1fd5d7f5600238a6cc6071f07c7bc77298829bc
elem118_occ_076,76,Os,Osmium,elementary_matter_occurrence_Z076_Os,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,07b6760b1ca1dbac7232abe064517d5aca7a26715bfb56ea635749c8b76cf383
elem118_occ_077,77,Ir,Iridium,elementary_matter_occurrence_Z077_Ir,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,a79556d7410542a00e343f4c1f25b104861f307cff519801ee2ac91b18c88a7a
elem118_occ_078,78,Pt,Platinum,elementary_matter_occurrence_Z078_Pt,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,461e9645f868345de63eddfc031e8654264095a1dd9df3ff0b1ea5a4006ea483
elem118_occ_079,79,Au,Gold,elementary_matter_occurrence_Z079_Au,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b821109d0243dab9c8fb7410969295836196b7abe85007b95b0cc766d6214bb8
elem118_occ_080,80,Hg,Mercury,elementary_matter_occurrence_Z080_Hg,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,0df9dea156fa04365aa04c72dcec557963cec57414f68dfc0c039744320ae41c
elem118_occ_081,81,Tl,Thallium,elementary_matter_occurrence_Z081_Tl,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,3f77353aed510270eae10cf967c47cadecc37ec091b102032f91c55eb55f1ffb
elem118_occ_082,82,Pb,Lead,elementary_matter_occurrence_Z082_Pb,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b9014ff3c490e4926a536b162cfef24fb85120c6a939c52f9ae23eec2f175a5a
