row_id,sadar_packet_id,transition_packet_id,element_Z,symbol,duon_current_flow_status,sadar_temporal_flow_status,subject_reference_phase_lock_status,native_resonance_period_status,target_value_read_status,metric_report_status,score_status,row_sha256
elem118_sadar_027,elementary_matter_sadar_flow_packet_Z027_Co,elementary_matter_transition_packet_Z027_Co,27,Co,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,223cd94839b5b4edd741c22f0b51ed9f5189f253edf2f1dd94c9b41a85b8439b
elem118_sadar_028,elementary_matter_sadar_flow_packet_Z028_Ni,elementary_matter_transition_packet_Z028_Ni,28,Ni,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,6b912832889c339dfe18062f483051c4120c952ad5c6a597e61657b2713fc3b5
elem118_sadar_029,elementary_matter_sadar_flow_packet_Z029_Cu,elementary_matter_transition_packet_Z029_Cu,29,Cu,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e071efe8de79fdc41e76812ab8ee537485023e30371f15172622d8ea40cd320b
elem118_sadar_030,elementary_matter_sadar_flow_packet_Z030_Zn,elementary_matter_transition_packet_Z030_Zn,30,Zn,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,78cb27fbc80f1888ca6cdc98c789afb5ae49e65c130f01bde2af5ae8187a78c1
elem118_sadar_031,elementary_matter_sadar_flow_packet_Z031_Ga,elementary_matter_transition_packet_Z031_Ga,31,Ga,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,1971362e5f36ea97bd42fcf97bb1734fbcd7331bc524c4bc9784cf73ae63bf47
elem118_sadar_032,elementary_matter_sadar_flow_packet_Z032_Ge,elementary_matter_transition_packet_Z032_Ge,32,Ge,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,1752452ebddd0ac5a148089f6f41f2f90bb21a33e0c0eec430224d88f89760de
elem118_sadar_033,elementary_matter_sadar_flow_packet_Z033_As,elementary_matter_transition_packet_Z033_As,33,As,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e59da927b57b4b210350b37d09bbbdc904bf07d1638f038571dfabb0feed2ded
elem118_sadar_034,elementary_matter_sadar_flow_packet_Z034_Se,elementary_matter_transition_packet_Z034_Se,34,Se,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,496c1d866464c32fc3e76ce0ee61963e76586a27962f7d890cdb687e36b3d78e
elem118_sadar_035,elementary_matter_sadar_flow_packet_Z035_Br,elementary_matter_transition_packet_Z035_Br,35,Br,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,21a97425c770fdd245269c5f90338cbabd491cc58ba1c10bd0f0ebe8859e23cc
elem118_sadar_036,elementary_matter_sadar_flow_packet_Z036_Kr,elementary_matter_transition_packet_Z036_Kr,36,Kr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,1694a013f790d4fd23ca840c7615b00af91fef16e32ed7d6a96a153501caa3bd
elem118_sadar_037,elementary_matter_sadar_flow_packet_Z037_Rb,elementary_matter_transition_packet_Z037_Rb,37,Rb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e221e173740218b5ab7964a0788dd55aaa6c4b534bc196fdf3c12b26abd718f2
elem118_sadar_038,elementary_matter_sadar_flow_packet_Z038_Sr,elementary_matter_transition_packet_Z038_Sr,38,Sr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e5ef9724a91cfb84711f3a1feb0a98237d136ac4d0e9f0a856479968f85d95ad
elem118_sadar_039,elementary_matter_sadar_flow_packet_Z039_Y,elementary_matter_transition_packet_Z039_Y,39,Y,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e79653c7a9ce59b7c514ab5870f71354e10f952bb82c2719278960d30fd50201
elem118_sadar_040,elementary_matter_sadar_flow_packet_Z040_Zr,elementary_matter_transition_packet_Z040_Zr,40,Zr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,b8a53e1b8aa846aeec1b0d3c6e361dc2dddadecc442867e70b35632cb9057f10
elem118_sadar_041,elementary_matter_sadar_flow_packet_Z041_Nb,elementary_matter_transition_packet_Z041_Nb,41,Nb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,1f950ed0ef112652b2190e034de502ed8d79558785d916912be251e0c4007043
elem118_sadar_042,elementary_matter_sadar_flow_packet_Z042_Mo,elementary_matter_transition_packet_Z042_Mo,42,Mo,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,2fc66a75e5aedf78eac477b2a11b4229d63f2be59fba92415bfb5b0ff1049366
elem118_sadar_043,elementary_matter_sadar_flow_packet_Z043_Tc,elementary_matter_transition_packet_Z043_Tc,43,Tc,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,da1fe3bca4abfba92f1ed53c8f548bbf36241165282bcb8a81c6c656eee10d8e
elem118_sadar_044,elementary_matter_sadar_flow_packet_Z044_Ru,elementary_matter_transition_packet_Z044_Ru,44,Ru,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,5e6d599c1389dc28cb09aa491b460c208fda86d512bce3d090ecd72af894eb1f
elem118_sadar_045,elementary_matter_sadar_flow_packet_Z045_Rh,elementary_matter_transition_packet_Z045_Rh,45,Rh,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e31c86a0fbd91f1b557a965439dd6345e0348b0513591cf901d5b9853ce6f687
elem118_sadar_046,elementary_matter_sadar_flow_packet_Z046_Pd,elementary_matter_transition_packet_Z046_Pd,46,Pd,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,f440c7badb037e17b40e43db443e1c13fcf74d0403a3fb37a3428379d707f624
elem118_sadar_047,elementary_matter_sadar_flow_packet_Z047_Ag,elementary_matter_transition_packet_Z047_Ag,47,Ag,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,cae524cd127b456aeed6211709845b8c45a0101c9804b32cc0a7c4d4e13056da
elem118_sadar_048,elementary_matter_sadar_flow_packet_Z048_Cd,elementary_matter_transition_packet_Z048_Cd,48,Cd,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,846c9cce3ad0efed3620ca09c2cc874f4866ee032d735866ace4ebc5331b030f
elem118_sadar_049,elementary_matter_sadar_flow_packet_Z049_In,elementary_matter_transition_packet_Z049_In,49,In,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,6aef1270f34fa6981d3097e1537cff8e404fcafb628d4aa9104b45b9e50ee56e
elem118_sadar_050,elementary_matter_sadar_flow_packet_Z050_Sn,elementary_matter_transition_packet_Z050_Sn,50,Sn,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,559f236af9e7bf5f372ab35751c06330dc0258806d3f045eef239328f708612a
elem118_sadar_051,elementary_matter_sadar_flow_packet_Z051_Sb,elementary_matter_transition_packet_Z051_Sb,51,Sb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,ccf51be6487728dd48a51a87d1de3d2c7d3e75fd6506b41d8b1978cccb06f16b
elem118_sadar_052,elementary_matter_sadar_flow_packet_Z052_Te,elementary_matter_transition_packet_Z052_Te,52,Te,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,c06a4305084fdc60520a9ff33aba7b97f614f74f516810afe6dca7af3cc3ce03
elem118_sadar_053,elementary_matter_sadar_flow_packet_Z053_I,elementary_matter_transition_packet_Z053_I,53,I,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,ca793e306933f0de230b2823a4833942bf5bca3407bafd8d3908baf239292635
elem118_sadar_054,elementary_matter_sadar_flow_packet_Z054_Xe,elementary_matter_transition_packet_Z054_Xe,54,Xe,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,316d06906d986bafdaf4cadfc602be99ebf65190592a8bcc08ae20c8eac4b3fa
elem118_sadar_055,elementary_matter_sadar_flow_packet_Z055_Cs,elementary_matter_transition_packet_Z055_Cs,55,Cs,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e3a5c4fa93304f9ccec9849bb3e57e5d353a7f52e55d64fd538e29b1ae2961cb
elem118_sadar_056,elementary_matter_sadar_flow_packet_Z056_Ba,elementary_matter_transition_packet_Z056_Ba,56,Ba,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,8339e46358020e1e349c1782f26ebca5f79dfa7303afdc70dcb5cdd645c8209c
elem118_sadar_057,elementary_matter_sadar_flow_packet_Z057_La,elementary_matter_transition_packet_Z057_La,57,La,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,2817ab85bd03d2edbfb35b105ecbf72e4b8b55f4b7add7ef6875f697c48965a4
elem118_sadar_058,elementary_matter_sadar_flow_packet_Z058_Ce,elementary_matter_transition_packet_Z058_Ce,58,Ce,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,c2073c93635a3927c9b2a6587b9d9ab5a02c922d9c3672978f930156f9d66ebd
elem118_sadar_059,elementary_matter_sadar_flow_packet_Z059_Pr,elementary_matter_transition_packet_Z059_Pr,59,Pr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,181c20f1dee4bbbb205ad627d122143d28c326111cdd1d115be4438382de5326
elem118_sadar_060,elementary_matter_sadar_flow_packet_Z060_Nd,elementary_matter_transition_packet_Z060_Nd,60,Nd,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,adf5cf4c6c47fa8396d72552f62d344d36535de1d9e076e8db34e62c999529db
elem118_sadar_061,elementary_matter_sadar_flow_packet_Z061_Pm,elementary_matter_transition_packet_Z061_Pm,61,Pm,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,579bfcdd6cb3d21067e64e2e0a358b248820e81ead82158dfa060f22df6b018a
elem118_sadar_062,elementary_matter_sadar_flow_packet_Z062_Sm,elementary_matter_transition_packet_Z062_Sm,62,Sm,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,515766482a32a4ca296ddef8a783099e80a9858c6684611b7aa28082c3e94aa9
elem118_sadar_063,elementary_matter_sadar_flow_packet_Z063_Eu,elementary_matter_transition_packet_Z063_Eu,63,Eu,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,6ad8b3020ef8f2748bc646eda60070e67f79df83145324359ea51a5626fb6c8b
elem118_sadar_064,elementary_matter_sadar_flow_packet_Z064_Gd,elementary_matter_transition_packet_Z064_Gd,64,Gd,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,4f9d4f0f9f86a389a85b034b592a4b6aa5f2450e17eff6c6a2ba9692969d7dea
elem118_sadar_065,elementary_matter_sadar_flow_packet_Z065_Tb,elementary_matter_transition_packet_Z065_Tb,65,Tb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,6e14d00802f6045e5d58a098388077796f5f6bf6970e093be009d0b29a67c71f
elem118_sadar_066,elementary_matter_sadar_flow_packet_Z066_Dy,elementary_matter_transition_packet_Z066_Dy,66,Dy,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,b87943287ebac215a93027cef5d1a1feb5619585308f3d371bea27c0dc6357ee
elem118_sadar_067,elementary_matter_sadar_flow_packet_Z067_Ho,elementary_matter_transition_packet_Z067_Ho,67,Ho,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,84e826466ea02fdbaa0defe8ef36f1ffc35c4697acc136ccff3e6cc85fd46ceb
elem118_sadar_068,elementary_matter_sadar_flow_packet_Z068_Er,elementary_matter_transition_packet_Z068_Er,68,Er,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,63fafe6856d2aaf34f096fa3d8e29699ef7718d71fc57f8f3acd5d179d53f39e
elem118_sadar_069,elementary_matter_sadar_flow_packet_Z069_Tm,elementary_matter_transition_packet_Z069_Tm,69,Tm,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,62694eaa71a0be501f41826b4d1be104387c1ba6b5e98687c62b8bde5bebb1db
elem118_sadar_070,elementary_matter_sadar_flow_packet_Z070_Yb,elementary_matter_transition_packet_Z070_Yb,70,Yb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e78ffa80b62f9b7a6b7608ac575f3ab857d58723a5ce2a0ce86c636211b01692
elem118_sadar_071,elementary_matter_sadar_flow_packet_Z071_Lu,elementary_matter_transition_packet_Z071_Lu,71,Lu,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,17f202eff23dc2b2cc35fa033433f9f8df973f660f3e8139e320bbd719dcee04
elem118_sadar_072,elementary_matter_sadar_flow_packet_Z072_Hf,elementary_matter_transition_packet_Z072_Hf,72,Hf,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,cc40644e335948093e9f481507a1eb3054dbbe18690bb8316e224837917153c4
elem118_sadar_073,elementary_matter_sadar_flow_packet_Z073_Ta,elementary_matter_transition_packet_Z073_Ta,73,Ta,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,74119f8bf0d71c90356c3044c190524dd986526dd8813bf0c21ace8e0c2f267f
elem118_sadar_074,elementary_matter_sadar_flow_packet_Z074_W,elementary_matter_transition_packet_Z074_W,74,W,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,3631aa6319035a3ecb2383144defebbc637f902bf4e7db3cea5f6f79eb73b1cf
elem118_sadar_075,elementary_matter_sadar_flow_packet_Z075_Re,elementary_matter_transition_packet_Z075_Re,75,Re,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,a435a11749437bc62404e07e8d58fba6f5e1c944a0d79ac684d716ebb8b3e98c
elem118_sadar_076,elementary_matter_sadar_flow_packet_Z076_Os,elementary_matter_transition_packet_Z076_Os,76,Os,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,d1fcc8e9c117e85b26df65ca4cc34cc3c36fce0b4e793cd8b5603f267bce1fc8
elem118_sadar_077,elementary_matter_sadar_flow_packet_Z077_Ir,elementary_matter_transition_packet_Z077_Ir,77,Ir,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,29f507b798b33ed1956183cd09c8e1a9776acadcf6c0d48361f3137f4b46cf37
elem118_sadar_078,elementary_matter_sadar_flow_packet_Z078_Pt,elementary_matter_transition_packet_Z078_Pt,78,Pt,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,429eccab5c43123e134a55781c4dbba0823890c227ef3264c2007d149e12c408
elem118_sadar_079,elementary_matter_sadar_flow_packet_Z079_Au,elementary_matter_transition_packet_Z079_Au,79,Au,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,02d62bbe215f3bae56423f56328802e8f3b9c41453feae1878d48c9da17bbd48
elem118_sadar_080,elementary_matter_sadar_flow_packet_Z080_Hg,elementary_matter_transition_packet_Z080_Hg,80,Hg,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,c7414cb842f8bacf8a58dff31ee547c33081988ee96674c6610f9a25da98ea22
elem118_sadar_081,elementary_matter_sadar_flow_packet_Z081_Tl,elementary_matter_transition_packet_Z081_Tl,81,Tl,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,9db0fc527394e8dc5824ae0a095c9ce1052a89617b64d614a47d47a1b58594e9
elem118_sadar_082,elementary_matter_sadar_flow_packet_Z082_Pb,elementary_matter_transition_packet_Z082_Pb,82,Pb,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,678b33c52b5fa7834c46a0e8741f6eddec39b184deae25d1917bfb54419a99b3
elem118_sadar_083,elementary_matter_sadar_flow_packet_Z083_Bi,elementary_matter_transition_packet_Z083_Bi,83,Bi,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,f44fd7c0354122489797acc1bdfc2bc628206578c2b82e234fc041bf2e26c08b
elem118_sadar_084,elementary_matter_sadar_flow_packet_Z084_Po,elementary_matter_transition_packet_Z084_Po,84,Po,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,c55194cc61c4922f8ba744bfb81203b6b9eefcd91ce87e767089c44c2a9a5ad2
elem118_sadar_085,elementary_matter_sadar_flow_packet_Z085_At,elementary_matter_transition_packet_Z085_At,85,At,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,dc113dc784153429445c5fed163319e415acff65d37532de081fd5ec6a847e7f
elem118_sadar_086,elementary_matter_sadar_flow_packet_Z086_Rn,elementary_matter_transition_packet_Z086_Rn,86,Rn,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,3902be4d87e759892aa9695189bed39d0293c823a1d801723cfeb42d6a28158a
elem118_sadar_087,elementary_matter_sadar_flow_packet_Z087_Fr,elementary_matter_transition_packet_Z087_Fr,87,Fr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,2f1c2c567afd68756a2256d413cb5c2690a68d124d7b6fef6e4135b23b4ececf
elem118_sadar_088,elementary_matter_sadar_flow_packet_Z088_Ra,elementary_matter_transition_packet_Z088_Ra,88,Ra,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,8257a9be38dcf5a42fcb288343d692159b12987354ab756542f78f662e637242
elem118_sadar_089,elementary_matter_sadar_flow_packet_Z089_Ac,elementary_matter_transition_packet_Z089_Ac,89,Ac,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,d94db5a5bfee25a91da44091e70b262a3a43c8184e4ae944de01595f61511138
elem118_sadar_090,elementary_matter_sadar_flow_packet_Z090_Th,elementary_matter_transition_packet_Z090_Th,90,Th,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,de6d27b35b7e0c3c58267ac0434dd2de962adcbabbb412700d30c3267afac7cb
elem118_sadar_091,elementary_matter_sadar_flow_packet_Z091_Pa,elementary_matter_transition_packet_Z091_Pa,91,Pa,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,0aa32eaf565d48b1ebaecd06dad59b358a54d599d1dd714eb194f54a90a6e483
elem118_sadar_092,elementary_matter_sadar_flow_packet_Z092_U,elementary_matter_transition_packet_Z092_U,92,U,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,c95ff59c80ab59a06c3aaa533aa33f44c1309506cb2a5028568adb9f74c029e8
elem118_sadar_093,elementary_matter_sadar_flow_packet_Z093_Np,elementary_matter_transition_packet_Z093_Np,93,Np,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,a762770f579b261331538c478ef70d699dce786bd57eff5cc185ea8c05f81b2c
elem118_sadar_094,elementary_matter_sadar_flow_packet_Z094_Pu,elementary_matter_transition_packet_Z094_Pu,94,Pu,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,0ed1a6f90bf4a665e54dac48575138bb4b1679a56f09d501ef63081442dca6f1
elem118_sadar_095,elementary_matter_sadar_flow_packet_Z095_Am,elementary_matter_transition_packet_Z095_Am,95,Am,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,4bf381b816b93b65867e964b5cd8b94975e941adecce450f37d854fce2c6e4cf
elem118_sadar_096,elementary_matter_sadar_flow_packet_Z096_Cm,elementary_matter_transition_packet_Z096_Cm,96,Cm,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,97bd7e1ddc9701ab53b862f98840b403b3a13c67d19d54d878594613687c57ae
elem118_sadar_097,elementary_matter_sadar_flow_packet_Z097_Bk,elementary_matter_transition_packet_Z097_Bk,97,Bk,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,447d04c31efb68ee2ec5e4ec4ab5193cbf0b7e3c0d399ba119b80b130a5aeca7
